"build","experimentName","subject","date","time","block","StaySwitch","conc","trialnum","outcomeindex","practiceblock","cannon","hitmiss","ang","angmu","angrand","angsurprise","cannonballs_caught","cannonballs_missed","placementAngle","calculateSelectedPosition","centsearned","totalearnings","centsearned","trial.Instructions_PlaceShield.latency","trial.placeshield_mouse.latency","picture.shield.currentitem","angoddball","angsurprise","angleup","angledown"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","42","6","0","2","0","293.407983733316712005","201.4972168955712561456","189.553244553714733911","309.3684897640180793132","18","22","109.6726280545928489119","109.6726280545928489119","0.0500000000000000028","2.9000000000000003553","0.9000000000000000222","1921","1070","Arc28-removebg-preview.png","3.0776110077577234492","238.6082726527490365243","122.6726280545928489119","96.6726280545928489119"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","42","6","0","2","0","293.407983733316712005","201.4972168955712561456","189.553244553714733911","120.79982575979079229","18","22","201.485443317063413815","201.485443317063413815","0.0500000000000000028","2.9000000000000003553","0.9000000000000000222","1921","1300","Arc28-removebg-preview.png","-0.3442313088133606147","155.0364873639858558363","214.485443317063413815","188.485443317063413815"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","42","6","0","2","0","293.407983733316712005","201.4972168955712561456","189.553244553714733911","234.1491573290315386657","18","22","201.485443317063413815","201.485443317063413815","0.0500000000000000028","2.9000000000000003553","0.9000000000000000222","1921","1300","Arc36-removebg-preview.png","3.8110149580072167907","172.007678507829012915","218.485443317063413815","184.485443317063413815"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","42","5","0","2","1","293.407983733316712005","201.4972168955712561456","189.553244553714733911","173.7405483922316875578","19","22","201.485443317063413815","201.485443317063413815","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","1300","Arc36-removebg-preview.png","-3.4410718047007322618","157.6531858550508502503","218.485443317063413815","184.485443317063413815"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","43","5","0","2","1","293.407983733316712005","201.4972168955712561456","187.5357174823402317543","299.4616848834468214591","19","22","201.485443317063413815","201.485443317063413815","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","1300","Arc36-removebg-preview.png","0.5837569410953274973","292.044765914800734663","218.485443317063413815","184.485443317063413815"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","43","5","0","2","1","293.407983733316712005","201.4972168955712561456","187.5357174823402317543","168.3173200786852703459","19","22","221.4964683552155406687","221.4964683552155406687","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","1250","Arc36-removebg-preview.png","2.5084090407296764091","326.2442517667646484369","238.4964683552155406687","204.4964683552155406687"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","43","5","0","2","1","293.407983733316712005","201.4972168955712561456","187.5357174823402317543","12.964751397484155504","19","22","221.4964683552155406687","221.4964683552155406687","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","1250","Arc22-removebg-preview.png","-3.1021540699721947831","214.6109167241050954544","231.4964683552155406687","211.4964683552155406687"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","43","6","0","2","0","293.407983733316712005","201.4972168955712561456","187.5357174823402317543","283.4416403443183867239","19","23","221.4964683552155406687","221.4964683552155406687","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","1250","Arc22-removebg-preview.png","0.89847919050649383","255.0394811423121836924","231.4964683552155406687","211.4964683552155406687"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","44","6","0","2","0","293.407983733316712005","201.4972168955712561456","206.5528825817109179752","50.6386257174049134733","19","23","221.4964683552155406687","221.4964683552155406687","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","1250","Arc22-removebg-preview.png","-0.9095093636418766225","327.5775134115427249526","231.4964683552155406687","211.4964683552155406687"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","44","6","0","2","0","293.407983733316712005","201.4972168955712561456","206.5528825817109179752","287.5525258964748331891","19","23","184.3323139831885271178","184.3323139831885271178","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","1093","Arc22-removebg-preview.png","-1.7188382948212104218","288.8796363977900796272","194.3323139831885271178","174.3323139831885271178"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","44","6","0","2","0","293.407983733316712005","201.4972168955712561456","206.5528825817109179752","76.0340163754378437488","19","23","184.3323139831885271178","184.3323139831885271178","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","1093","Arc40-removebg-preview.png","2.6826425468772177041","90.3336929740229948038","203.3323139831885271178","165.3323139831885271178"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","44","6","0","2","0","293.407983733316712005","201.4972168955712561456","206.5528825817109179752","247.9550671595975472883","19","24","184.3323139831885271178","184.3323139831885271178","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","1093","Arc40-removebg-preview.png","-1.3577673490925683542","173.1035448734423880524","203.3323139831885271178","165.3323139831885271178"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","45","6","0","2","0","293.407983733316712005","201.4972168955712561456","185.8159156414473045515","78.3534421209137548203","19","24","184.3323139831885271178","184.3323139831885271178","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","1093","Arc40-removebg-preview.png","-5.0429875769493310855","209.6079573709536418846","203.3323139831885271178","165.3323139831885271178"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","45","6","0","2","0","293.407983733316712005","201.4972168955712561456","185.8159156414473045515","207.8467279038966353255","19","24","210.5792268724890163867","210.5792268724890163867","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","973","Arc40-removebg-preview.png","0.4492297649262840253","102.7311062027539776409","229.5792268724890163867","191.5792268724890163867"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","45","6","0","2","0","293.407983733316712005","201.4972168955712561456","185.8159156414473045515","193.0185825361448053172","19","24","210.5792268724890163867","210.5792268724890163867","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","973","Arc44-removebg-preview.png","1.2796895985310392518","152.8316249681710132791","231.5792268724890163867","189.5792268724890163867"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","45","6","0","2","0","293.407983733316712005","201.4972168955712561456","185.8159156414473045515","128.2924168017442241307","19","25","210.5792268724890163867","210.5792268724890163867","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","973","Arc44-removebg-preview.png","3.655782533156151537","349.5300881353975341881","231.5792268724890163867","189.5792268724890163867"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","46","6","0","2","0","293.407983733316712005","201.4972168955712561456","225.1039888733484986005","108.054733282899192659","19","25","210.5792268724890163867","210.5792268724890163867","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","973","Arc44-removebg-preview.png","7.3520555346295486387","111.7467025461948111342","231.5792268724890163867","189.5792268724890163867"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","46","6","0","2","0","293.407983733316712005","201.4972168955712561456","225.1039888733484986005","91.3437200177795460831","19","25","190.0743327301027818521","190.0743327301027818521","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","815","Arc44-removebg-preview.png","2.0864272063815789693","316.5918903696797315206","211.0743327301027818521","169.0743327301027818521"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","46","6","0","2","0","293.407983733316712005","201.4972168955712561456","225.1039888733484986005","126.7105861303188305556","19","25","190.0743327301027818521","190.0743327301027818521","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","815","Arc54-removebg-preview.png","0.1204402890161771628","139.7624272619752332503","216.0743327301027818521","164.0743327301027818521"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","46","6","0","2","0","293.407983733316712005","201.4972168955712561456","225.1039888733484986005","94.2210413828075559195","19","26","190.0743327301027818521","190.0743327301027818521","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","815","Arc54-removebg-preview.png","0.1704265210536156649","234.4081935087237980042","216.0743327301027818521","164.0743327301027818521"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","47","6","0","2","0","293.407983733316712005","201.4972168955712561456","183.1031767396756890776","144.440990366144347945","19","26","190.0743327301027818521","190.0743327301027818521","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","815","Arc54-removebg-preview.png","3.306264571895348503","234.4565270828214806897","216.0743327301027818521","164.0743327301027818521"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","47","6","0","2","0","293.407983733316712005","201.4972168955712561456","183.1031767396756890776","336.0838522240714496547","19","26","219.0118516242245050307","219.0118516242245050307","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","835","Arc54-removebg-preview.png","-2.5012241848027074731","79.5259902438907886335","245.0118516242245050307","193.0118516242245050307"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","47","6","0","2","0","293.407983733316712005","201.4972168955712561456","183.1031767396756890776","149.6031499722979845046","19","26","219.0118516242245050307","219.0118516242245050307","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","835","Arc58-removebg-preview.png","-5.0075783799516955241","165.2793816675616653811","247.0118516242245050307","191.0118516242245050307"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","47","6","0","2","0","293.407983733316712005","201.4972168955712561456","183.1031767396756890776","78.108627181059830491","19","27","219.0118516242245050307","219.0118516242245050307","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","835","Arc58-removebg-preview.png","-5.2008527977424874322","117.0524996419093781697","247.0118516242245050307","191.0118516242245050307"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","48","6","0","2","0","293.407983733316712005","201.4972168955712561456","202.3354936664801471125","125.8649963526672053149","19","27","219.0118516242245050307","219.0118516242245050307","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","835","Arc58-removebg-preview.png","-2.2040877392554554248","40.604160595825909752","247.0118516242245050307","191.0118516242245050307"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","48","6","0","2","0","293.407983733316712005","201.4972168955712561456","202.3354936664801471125","69.7841998072770053341","19","27","183.6822740623052823139","183.6822740623052823139","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","685","Arc58-removebg-preview.png","-2.4645106648234809121","287.6380055508664668196","211.6822740623052823139","155.6822740623052823139"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","48","6","0","2","0","293.407983733316712005","201.4972168955712561456","202.3354936664801471125","355.2779483132245559318","19","27","183.6822740623052823139","183.6822740623052823139","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","685","Arc24-removebg-preview.png","0.9539431138282551403","287.213789552267144245","194.6822740623052823139","172.6822740623052823139"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","48","6","0","2","0","293.407983733316712005","201.4972168955712561456","202.3354936664801471125","199.4045248998805277552","19","28","183.6822740623052823139","183.6822740623052823139","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","685","Arc24-removebg-preview.png","-2.4622075591868126665","140.8399571247491905979","194.6822740623052823139","172.6822740623052823139"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","49","6","0","2","0","293.407983733316712005","201.4972168955712561456","226.665688914168924839","170.2287546755347307226","19","28","183.6822740623052823139","183.6822740623052823139","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","685","Arc24-removebg-preview.png","-3.8825805933007697668","13.0795826327706627978","194.6822740623052823139","172.6822740623052823139"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","49","6","0","2","0","293.407983733316712005","201.4972168955712561456","226.665688914168924839","351.8148348461405703347","19","28","204.6768631703370715513","204.6768631703370715513","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","565","Arc24-removebg-preview.png","-1.7183673533903403019","190.7199033421277931666","215.6768631703370715513","193.6768631703370715513"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","49","6","0","2","0","293.407983733316712005","201.4972168955712561456","226.665688914168924839","329.808932610277281583","19","28","204.6768631703370715513","204.6768631703370715513","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","565","Arc8-removebg-preview.png","-3.524581734284951029","318.1170876226660197972","207.6768631703370715513","201.6768631703370715513"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","49","6","0","2","0","293.407983733316712005","201.4972168955712561456","226.665688914168924839","36.8917159356390413905","19","29","204.6768631703370715513","204.6768631703370715513","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","565","Arc8-removebg-preview.png","0.4286864801047768347","15.2035677095883450249","207.6768631703370715513","201.6768631703370715513"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","50","6","0","2","0","293.407983733316712005","201.4972168955712561456","175.1552415325268157176","129.0015589187391071846","19","29","204.6768631703370715513","204.6768631703370715513","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","565","Arc8-removebg-preview.png","-1.1019990172796618744","204.7194057993403077944","207.6768631703370715513","201.6768631703370715513"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","50","6","0","2","0","293.407983733316712005","201.4972168955712561456","175.1552415325268157176","236.2507455414744867994","19","29","226.7357045889283995166","226.7357045889283995166","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","611","Arc8-removebg-preview.png","0.4239009940281668887","222.0660337018933887521","229.7357045889283995166","223.7357045889283995166"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","50","6","0","2","0","293.407983733316712005","201.4972168955712561456","175.1552415325268157176","269.4211412196562491772","19","29","226.7357045889283995166","226.7357045889283995166","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","611","Arc32-removebg-preview.png","0.8015145301234828379","170.4623444030206371735","241.7357045889283995166","211.7357045889283995166"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","50","6","0","2","0","293.407983733316712005","201.4972168955712561456","175.1552415325268157176","213.0104821671290551421","19","30","226.7357045889283995166","226.7357045889283995166","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","611","Arc32-removebg-preview.png","1.2218724922863790638","160.3132283408924081414","241.7357045889283995166","211.7357045889283995166"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","51","6","0","2","0","293.407983733316712005","201.4972168955712561456","231.0048687809584180286","225.1173349621513466445","19","30","226.7357045889283995166","226.7357045889283995166","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","611","Arc32-removebg-preview.png","-0.6092481322156969581","196.4074277310649279116","241.7357045889283995166","211.7357045889283995166"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","51","6","0","2","0","293.407983733316712005","201.4972168955712561456","231.0048687809584180286","315.2619134251172567929","19","30","173.6598082540900804815","173.6598082540900804815","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","729","Arc32-removebg-preview.png","2.3723078462238880171","116.3180557443569682619","188.6598082540900804815","158.6598082540900804815"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","51","6","0","2","0","293.407983733316712005","201.4972168955712561456","231.0048687809584180286","243.0529819994822560147","19","30","173.6598082540900804815","173.6598082540900804815","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","729","Arc12-removebg-preview.png","2.2444428241271405788","351.4804034474027503165","178.6598082540900804815","168.6598082540900804815"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","51","6","0","2","0","293.407983733316712005","201.4972168955712561456","231.0048687809584180286","21.2913705551278269468","19","31","173.6598082540900804815","173.6598082540900804815","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","729","Arc12-removebg-preview.png","-6.5653486760279422541","308.5705090287538610028","178.6598082540900804815","168.6598082540900804815"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","52","6","0","2","0","293.407983733316712005","8.6622665190748566744","10.7546175350471120424","233.4986804876240569229","19","31","173.6598082540900804815","173.6598082540900804815","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","729","Arc12-removebg-preview.png","-2.7624585283146445569","147.9083062680224713858","178.6598082540900804815","168.6598082540900804815"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","52","6","0","2","0","293.407983733316712005","8.6622665190748566744","10.7546175350471120424","219.5273294065909510664","19","31","226.3501556114659933883","226.3501556114659933883","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","584","Arc12-removebg-preview.png","-2.7832126521270912356","36.9912856530843541236","231.3501556114659933883","221.3501556114659933883"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","52","6","0","2","0","293.407983733316712005","8.6622665190748566744","10.7546175350471120424","193.6476908888778893925","19","31","226.3501556114659933883","226.3501556114659933883","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","584","Arc50-removebg-preview.png","0.9357201823785987749","133.5890927942444363907","250.3501556114659933883","202.3501556114659933883"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","52","6","0","2","0","293.407983733316712005","8.6622665190748566744","10.7546175350471120424","303.7907260618616760439","19","32","226.3501556114659933883","226.3501556114659933883","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","584","Arc50-removebg-preview.png","-2.4856695804349975276","351.2282036317578217677","250.3501556114659933883","202.3501556114659933883"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","53","6","0","2","0","293.407983733316712005","8.6622665190748566744","13.3401109340994672436","197.4321403720956880079","19","32","226.3501556114659933883","226.3501556114659933883","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","584","Arc50-removebg-preview.png","1.9812771628483809572","135.728959314462031216","250.3501556114659933883","202.3501556114659933883"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","53","6","0","2","0","293.407983733316712005","8.6622665190748566744","13.3401109340994672436","147.4037350591746360351","19","32","14.4956499530409885779","14.4956499530409885779","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","703","Arc50-removebg-preview.png","-0.9647174281017826258","210.8240664961803645383","38.4956499530409885779","-9.5043500469590114221"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","53","6","0","2","0","293.407983733316712005","8.6622665190748566744","13.3401109340994672436","245.7337767364768694733","19","32","14.4956499530409885779","14.4956499530409885779","0.0500000000000000028","2.9000000000000003553","0.9500000000000000666","1921","703","Arc48-removebg-preview.png","-0.5700524894768886908","6.9795058311381152905","37.4956499530409885779","-8.5043500469590114221"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","53","5","0","2","1","293.407983733316712005","8.6622665190748566744","13.3401109340994672436","75.9231336032792683","20","32","14.4956499530409885779","14.4956499530409885779","0.0500000000000000028","2.9000000000000003553","1","1921","703","Arc48-removebg-preview.png","-3.544862056865016875","36.5284232135229771643","37.4956499530409885779","-8.5043500469590114221"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","54","5","0","2","1","293.407983733316712005","290.0885632378254967989","289.9721180058575669136","294.570092273543139072","20","32","14.4956499530409885779","14.4956499530409885779","0.0500000000000000028","2.9000000000000003553","1","1921","703","Arc48-removebg-preview.png","-1.3047247744015362247","21.5425212917715604988","37.4956499530409885779","-8.5043500469590114221"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","54","5","0","2","1","293.407983733316712005","290.0885632378254967989","289.9721180058575669136","149.9999772640876471996","20","32","19.3941492697694641834","19.3941492697694641834","0.0500000000000000028","2.9000000000000003553","1","1921","653","Arc48-removebg-preview.png","1.0194406728657163796","130.9976855225390011128","42.3941492697694641834","-3.6058507302305358166"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","54","5","0","2","1","293.407983733316712005","290.0885632378254967989","289.9721180058575669136","246.6645686437060476237","20","32","19.3941492697694641834","19.3941492697694641834","0.0500000000000000028","2.9000000000000003553","1","1921","653","Arc46-removebg-preview.png","-2.1171551716767313955","87.6533054298845399899","41.3941492697694641834","-2.6058507302305358166"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","54","5","0","2","1","293.407983733316712005","290.0885632378254967989","289.9721180058575669136","234.2663194877715397979","20","32","19.3941492697694641834","19.3941492697694641834","0.0500000000000000028","2.9000000000000003553","1","1921","653","Arc46-removebg-preview.png","-2.1341478285627482059","137.2827209199971321141","41.3941492697694641834","-2.6058507302305358166"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","55","5","0","2","1","293.407983733316712005","33.2591285168330941246","31.810405919695753596","197.9890789459434188302","20","32","19.3941492697694641834","19.3941492697694641834","0.0500000000000000028","2.9000000000000003553","1","1921","653","Arc46-removebg-preview.png","-2.250312135965201854","20.3192094295097547274","41.3941492697694641834","-2.6058507302305358166"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","55","5","0","2","1","293.407983733316712005","33.2591285168330941246","31.810405919695753596","74.8550111695320765648","20","32","297.0665331589595439254","297.0665331589595439254","0.0500000000000000028","2.9000000000000003553","1","1921","1123","Arc46-removebg-preview.png","-5.1012580953787560745","299.4333308328486396022","319.0665331589595439254","275.0665331589595439254"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","55","5","0","2","1","293.407983733316712005","33.2591285168330941246","31.810405919695753596","120.3158836719384225944","20","32","297.0665331589595439254","297.0665331589595439254","0.0500000000000000028","2.9000000000000003553","1","1921","1123","Arc34-removebg-preview.png","2.8545399152296755396","271.5324656831874676755","313.0665331589595439254","281.0665331589595439254"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","1","18.7749999999999985789","55","6","0","2","0","293.407983733316712005","33.2591285168330941246","31.810405919695753596","189.7677788207697915368","20","33","297.0665331589595439254","297.0665331589595439254","0.0500000000000000028","2.9000000000000003553","1","1921","1123","Arc34-removebg-preview.png","1.185079421713918002","209.6209027174908783309","313.0665331589595439254","281.0665331589595439254"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","56","6","0","2","0","293.407983733316712005","33.2591285168330941246","46.8630065540498819132","215.9317926820208697336","20","33","297.0665331589595439254","297.0665331589595439254","0.0500000000000000028","2.9000000000000003553","1","1921","1123","Arc34-removebg-preview.png","0.8393074947647364281","245.947037582739028494","313.0665331589595439254","281.0665331589595439254"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","56","6","0","2","0","293.407983733316712005","33.2591285168330941246","46.8630065540498819132","326.1301853801426773316","20","33","25.1862067545043437633","25.1862067545043437633","0.0500000000000000028","2.9000000000000003553","1","1921","1345","Arc34-removebg-preview.png","0.5609026717445401156","226.4268801795381307329","41.1862067545043402106","9.1862067545043437633"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","56","6","0","2","0","293.407983733316712005","33.2591285168330941246","46.8630065540498819132","305.0710631965359311835","20","33","25.1862067545043437633","25.1862067545043437633","0.0500000000000000028","2.9000000000000003553","1","1921","1345","Arc38-removebg-preview.png","-6.1186165141881705409","349.0885303982274194823","43.1862067545043402106","7.1862067545043437633"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","56","6","0","2","0","293.407983733316712005","33.2591285168330941246","46.8630065540498819132","298.4690755183037822462","20","34","25.1862067545043437633","25.1862067545043437633","0.0500000000000000028","2.9000000000000003553","1","1921","1345","Arc38-removebg-preview.png","-5.9322394569120469043","311.7385154663907655959","43.1862067545043402106","7.1862067545043437633"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","57","6","0","2","0","293.407983733316712005","33.2591285168330941246","38.7918457594662626775","274.8863407398774825197","20","34","25.1862067545043437633","25.1862067545043437633","0.0500000000000000028","2.9000000000000003553","1","1921","1345","Arc38-removebg-preview.png","-2.2447416239091855239","101.3618592036333438955","43.1862067545043402106","7.1862067545043437633"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","57","6","0","2","0","293.407983733316712005","33.2591285168330941246","38.7918457594662626775","279.7192022762538954339","20","34","37.0382491089919057003","37.0382491089919057003","0.0500000000000000028","2.9000000000000003553","1","1921","752","Arc38-removebg-preview.png","1.8344618051402195036","315.685740251952267954","55.0382491089919057003","19.0382491089919057003"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","57","6","0","2","0","293.407983733316712005","33.2591285168330941246","38.7918457594662626775","83.8689863690801331586","20","34","37.0382491089919057003","37.0382491089919057003","0.0500000000000000028","2.9000000000000003553","1","1921","752","Arc30-removebg-preview.png","-3.1954085404759982048","18.0778762833396626775","51.0382491089919057003","23.0382491089919057003"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","57","5","0","2","1","293.407983733316712005","33.2591285168330941246","38.7918457594662626775","74.0862054922818771274","21","34","37.0382491089919057003","37.0382491089919057003","0.0500000000000000028","2.9000000000000003553","1.0500000000000000444","1921","752","Arc30-removebg-preview.png","-1.9270635036892640457","9.0971497467479558452","51.0382491089919057003","23.0382491089919057003"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","58","5","0","2","1","293.407983733316712005","33.2591285168330941246","21.2977334410771597106","51.872258719958423967","21","34","37.0382491089919057003","37.0382491089919057003","0.0500000000000000028","2.9000000000000003553","1.0500000000000000444","1921","752","Arc30-removebg-preview.png","1.917434734129946472","141.4304936354585322533","51.0382491089919057003","23.0382491089919057003"
"6.4.2","Cannonball Task","3020817","2021-07-23","17:14:58","2","0","18.7749999999999985789","58","5","0","2","1","293.407983733316712005","33.2591285168330941246","21.2977334410771597106","118.9938438867670100763","21","34","32.6849815207256071403","32.6849815207256071403","0.0500000000000000028","2.9000000000000003553","1.0500000000000000444","1921","765","Arc30-removebg-preview.png","1.7626783948308701877","120.3943392076516403222","46.6849815207256071403","18.6849815207256071403"
