"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.presentation_left.percentcorrect","trial.presentation_right.percentcorrect","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","picture.Left.currentvalue","picture.Right.currentvalue","block_number","task_phase","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","numberoftimesleft","numberoftimesright","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","44","70","33","194","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","9","171","4","","4","4","left","4","30","50.5","2"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","50","70","33","1093","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","172","4","","5","4","left","4","30","50.5","2"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","50","70","33","1093","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","172","5","","5","4","left","5","30","50.5","2.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","54","70","33","1046","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","173","5","","6","4","left","5","30","50.5","2.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","54","70","33","1046","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","173","6","","6","4","left","6","30","50.5","3"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","58","70","33","702","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","174","6","","7","4","left","6","30","50.5","3"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","58","70","33","702","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","174","7","","7","4","left","7","30","50.5","3.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","61","70","33","1247","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","13","175","7","","8","4","left","7","30","50.5","3.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","61","70","33","1247","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","13","175","8","","8","4","left","8","30","50.5","4"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","64","70","33","186","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","176","8","","9","4","left","8","30","50.5","4"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","64","70","33","186","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","176","9","","9","4","left","9","30","50.5","4.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","66","70","33","269","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","15","177","9","","10","4","left","9","30","50.5","4.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","66","70","33","269","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","15","177","9","","10","4","left","10","30","50.5","4.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","68","70","33","256","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","178","9","","11","4","left","10","30","50.5","4.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","68","70","33","256","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","178","10","","11","4","left","11","30","50.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","64","70","36","1118","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","17","179","10","","11","5","left","11","30","50.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","64","70","36","1118","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","17","179","10","","11","5","left","0","30","50.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","61","70","36","886","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","18","180","10","","11","6","left","0","30","50.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","61","70","36","886","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","18","180","10","","11","6","left","0","30","50.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","57","70","36","22","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","19","181","10","","11","7","left","0","30","50.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","57","70","36","22","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","19","181","10","","11","7","left","0","30","50.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","55","70","36","1032","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","20","182","10","","11","8","left","0","30","50.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","55","70","36","1032","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","20","182","11","","11","8","left","0","30","50.5","5.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","57","70","33","254","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","21","183","11","","12","8","left","0","30","50.5","5.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","57","70","33","254","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","21","183","12","","12","8","left","1","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","54","70","0","2000","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","NRNF","0","0","1","22","184","12","","12","8","left","1","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","54","70","0","2000","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","NRNF","0","0","1","22","184","12","","12","8","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","56","70","33","263","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","23","185","12","","13","8","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","56","70","33","263","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","23","185","12","","13","8","left","1","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","58","70","33","679","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","24","186","12","","14","8","left","1","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","58","70","33","679","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","24","186","12","","14","8","left","2","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","56","70","36","633","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","25","187","12","","14","9","left","2","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","56","70","36","633","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","25","187","12","","14","9","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","53","70","36","109","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","26","188","12","","14","10","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","53","70","36","109","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","26","188","12","","14","10","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","51","70","36","630","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","27","189","12","","14","11","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","51","70","36","630","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","27","189","12","","14","11","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","50","70","0","2000","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","NRNF","0","0","1","28","190","12","","14","11","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","50","70","0","2000","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","NRNF","0","0","1","28","190","12","","14","11","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","48","70","0","2000","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","NRNF","0","0","1","29","191","12","","14","11","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","48","70","0","2000","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","NRNF","0","0","1","29","191","12","","14","11","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_leftstart","house.bmp","46","70","36","856","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","30","192","12","","14","12","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","70","36","856","36","96","14","38","4","Acquisiton","14","38","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","30","192","12","","14","12","left","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","68","36","856","33","262","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","31","193","12","","15","12","right","0","30","50.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","68","36","856","33","262","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","31","193","13","","15","12","right","0","30","50.5","6.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","65","36","856","33","295","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","32","194","13","","16","12","right","0","30","50.5","6.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","65","36","856","33","295","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","32","194","13","","16","12","right","0","30","50.5","6.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","62","36","856","33","1700","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","33","195","13","","17","12","right","0","30","50.5","6.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","62","36","856","33","1700","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","33","195","13","","17","12","right","0","30","50.5","6.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","64","36","856","36","380","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","34","196","13","","17","13","right","0","30","50.5","6.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","64","36","856","36","380","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","34","196","13","","17","13","right","1","30","50.5","6.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","65","36","856","36","82","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","35","197","13","","17","14","right","1","30","50.5","6.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","65","36","856","36","82","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","35","197","14","","17","14","right","2","30","50.5","7"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","66","36","856","36","311","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","36","198","14","","17","15","right","2","30","50.5","7"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","66","36","856","36","311","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","36","198","14","","17","15","right","3","30","50.5","7"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","64","36","856","33","915","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","37","199","14","","18","15","right","3","30","50.5","7"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","64","36","856","33","915","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","37","199","14","","18","15","right","0","30","50.5","7"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","62","36","856","33","467","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","38","200","14","","19","15","right","0","30","50.5","7"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","62","36","856","33","467","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","38","200","14","","19","15","right","0","30","50.5","7"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","63","36","856","36","133","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","39","201","14","","19","16","right","0","30","50.5","7"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","63","36","856","36","133","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","39","201","15","","19","16","right","1","30","50.5","7.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","64","36","856","36","175","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","40","202","15","","19","17","right","1","30","50.5","7.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","64","36","856","36","175","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","40","202","15","","19","17","right","2","30","50.5","7.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","65","36","856","36","103","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","41","203","15","","19","18","right","2","30","50.5","7.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","65","36","856","36","103","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","41","203","16","","19","18","right","3","30","50.5","8"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","63","36","856","33","667","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","42","204","16","","20","18","right","3","30","50.5","8"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","63","36","856","33","667","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","42","204","16","","20","18","right","0","30","50.5","8"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","62","36","856","33","526","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","43","205","16","","21","18","right","0","30","50.5","8"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","62","36","856","33","526","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","43","205","16","","21","18","right","0","30","50.5","8"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","63","36","856","36","417","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","44","206","16","","21","19","right","0","30","50.5","8"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","63","36","856","36","417","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","44","206","16","","21","19","right","1","30","50.5","8"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","64","36","856","36","153","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","207","16","","21","20","right","1","30","50.5","8"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","64","36","856","36","153","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","207","17","","21","20","right","2","30","50.5","8.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","65","36","856","36","90","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","46","208","17","","21","21","right","2","30","50.5","8.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","65","36","856","36","90","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","46","208","18","","21","21","right","3","30","50.5","9"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","65","36","856","36","158","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","47","209","18","","21","22","right","3","30","50.5","9"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","65","36","856","36","158","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","47","209","19","","21","22","right","4","30","50.5","9.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","66","36","856","36","278","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","210","19","","21","23","right","4","30","50.5","9.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","66","36","856","36","278","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","210","20","","21","23","right","5","30","50.5","10"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","67","36","856","36","565","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","49","211","20","","21","24","right","5","30","50.5","10"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","67","36","856","36","565","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","49","211","21","","21","24","right","6","30","50.5","10.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_leftstart","house.bmp","46","68","36","856","36","727","14","38","4","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","212","21","","21","25","right","6","30","50.5","10.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_leftstart","+","46","68","36","856","36","727","14","38","5","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","212","22","","21","25","right","7","30","50.5","11"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","reset_trial","Experiment_block_leftstart","Press SPACE to continue","46","68","36","856","36","727","14","38","5","Reversal","14","38","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","212","22","","0","0","right","7","22","50.5","11"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","presentation_left","Experiment_block_leftstart","truck.bmp","0","100","36","458","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","1","9","0","","0","1","left","5","20","1.5","0"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","fixation","Experiment_block_leftstart","+","0","100","36","458","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","1","9","0","","0","1","left","0","20","1.5","0"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","presentation_left","Experiment_block_leftstart","truck.bmp","50","100","33","331","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","10","0","","1","1","left","0","20","1.5","0"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","fixation","Experiment_block_leftstart","+","50","100","33","331","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","10","1","","1","1","left","1","20","1.5","0.5"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","presentation_left","Experiment_block_leftstart","truck.bmp","66","100","33","184","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","3","11","1","","2","1","left","1","20","1.5","0.5"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","fixation","Experiment_block_leftstart","+","66","100","33","184","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","3","11","1","","2","1","left","2","20","1.5","0.5"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","presentation_left","Experiment_block_leftstart","truck.bmp","75","100","33","109","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","12","1","","3","1","left","2","20","1.5","0.5"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","fixation","Experiment_block_leftstart","+","75","100","33","109","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","12","2","","3","1","left","3","20","1.5","1"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","presentation_left","Experiment_block_leftstart","truck.bmp","80","100","33","949","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","5","13","2","","4","1","left","3","20","1.5","1"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","fixation","Experiment_block_leftstart","+","80","100","33","949","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","5","13","2","","4","1","left","4","20","1.5","1"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","presentation_left","Experiment_block_leftstart","truck.bmp","66","100","36","497","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","6","14","2","","4","2","left","4","20","1.5","1"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","fixation","Experiment_block_leftstart","+","66","100","36","497","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","6","14","2","","4","2","left","0","20","1.5","1"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","presentation_left","Experiment_block_leftstart","truck.bmp","71","100","33","36","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","15","2","","5","2","left","0","20","1.5","1"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","fixation","Experiment_block_leftstart","+","71","100","33","36","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","15","3","","5","2","left","1","20","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","presentation_left","Experiment_block_leftstart","truck.bmp","75","100","33","342","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","8","16","3","","6","2","left","1","20","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-08-16","21:03:42","fixation","Experiment_block_leftstart","+","75","100","33","342","36","544","5","32","1","Acquisiton","5","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","8","16","3","","6","2","left","2","20","1.5","1.5"
