"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.presentation_left.percentcorrect","trial.presentation_right.percentcorrect","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","picture.Left.currentvalue","picture.Right.currentvalue","block_number","task_phase","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","numberoftimesleft","numberoftimesright","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","100","33","400","36","412","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","1","13","0","","0","1","right","5","32","1.5","0"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","100","33","400","36","412","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","1","13","1","","0","1","right","6","32","1.5","0.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","50","33","400","33","296","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","2","14","1","","1","1","right","6","32","1.5","0.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","50","33","400","33","296","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","2","14","1","","1","1","right","0","32","1.5","0.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","66","33","400","36","161","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","3","15","1","","1","2","right","0","32","1.5","0.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","66","33","400","36","161","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","3","15","2","","1","2","right","1","32","1.5","1"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","75","33","400","36","429","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","4","16","2","","1","3","right","1","32","1.5","1"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","75","33","400","36","429","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","4","16","3","","1","3","right","2","32","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","60","33","400","0","2000","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","NRNF","0","0","1","5","17","3","","1","3","right","2","32","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","60","33","400","0","2000","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","NRNF","0","0","1","5","17","3","","1","3","right","0","32","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","66","33","400","36","334","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","6","18","3","","1","4","right","0","32","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","66","33","400","36","334","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","6","18","4","","1","4","right","1","32","1.5","2"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","71","33","400","36","155","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","7","19","4","","1","5","right","1","32","1.5","2"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","71","33","400","36","155","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","7","19","4","","1","5","right","2","32","1.5","2"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","75","33","400","36","59","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","8","20","4","","1","6","right","2","32","1.5","2"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","75","33","400","36","59","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","8","20","5","","1","6","right","3","32","1.5","2.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","77","33","400","36","292","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","9","21","5","","1","7","right","3","32","1.5","2.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","77","33","400","36","292","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","9","21","5","","1","7","right","4","32","1.5","2.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","80","33","400","36","472","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","10","22","5","","1","8","right","4","32","1.5","2.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","80","33","400","36","472","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","10","22","6","","1","8","right","5","32","1.5","3"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","81","33","400","36","272","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","11","23","6","","1","9","right","5","32","1.5","3"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","81","33","400","36","272","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","11","23","7","","1","9","right","6","32","1.5","3.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","83","33","400","36","1646","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","12","24","7","","1","10","right","6","32","1.5","3.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","83","33","400","36","1646","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","12","24","8","","1","10","right","7","32","1.5","4"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","84","33","400","36","407","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","13","25","8","","1","11","right","7","32","1.5","4"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","84","33","400","36","407","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","13","25","8","","1","11","right","8","32","1.5","4"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","85","33","400","36","317","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","14","26","8","","1","12","right","8","32","1.5","4"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","85","33","400","36","317","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","14","26","9","","1","12","right","9","32","1.5","4.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","86","33","400","36","62","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","15","27","9","","1","13","right","9","32","1.5","4.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","86","33","400","36","62","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","15","27","10","","1","13","right","10","32","1.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","87","33","400","36","227","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","16","28","10","","1","14","right","10","32","1.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","87","33","400","36","227","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","16","28","10","","1","14","right","11","32","1.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","88","33","400","36","103","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","17","29","10","","1","15","right","11","32","1.5","5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","88","33","400","36","103","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","17","29","11","","1","15","right","12","32","1.5","5.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","88","33","400","36","348","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","18","30","11","","1","16","right","12","32","1.5","5.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","88","33","400","36","348","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","18","30","12","","1","16","right","13","32","1.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","89","33","400","36","378","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","19","31","12","","1","17","right","13","32","1.5","6"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","89","33","400","36","378","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","19","31","13","","1","17","right","14","32","1.5","6.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","90","33","400","36","407","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","20","32","13","","1","18","right","14","32","1.5","6.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","90","33","400","36","407","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","20","32","14","","1","18","right","15","32","1.5","7"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","90","33","400","36","328","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","21","33","14","","1","19","right","15","32","1.5","7"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","90","33","400","36","328","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","21","33","15","","1","19","right","16","32","1.5","7.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","86","33","400","0","2000","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","NRNF","0","0","1","22","34","15","","1","19","right","16","32","1.5","7.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","86","33","400","0","2000","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","NRNF","0","0","1","22","34","15","","1","19","right","0","32","1.5","7.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","86","33","400","36","161","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","23","35","15","","1","20","right","0","32","1.5","7.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","86","33","400","36","161","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","23","35","16","","1","20","right","1","32","1.5","8"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","87","33","400","36","463","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","24","36","16","","1","21","right","1","32","1.5","8"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","87","33","400","36","463","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","24","36","17","","1","21","right","2","32","1.5","8.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","88","33","400","36","1151","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","25","37","17","","1","22","right","2","32","1.5","8.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","88","33","400","36","1151","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","25","37","18","","1","22","right","3","32","1.5","9"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","88","33","400","36","909","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","26","38","18","","1","23","right","3","32","1.5","9"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","88","33","400","36","909","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","26","38","19","","1","23","right","4","32","1.5","9.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","88","33","400","36","124","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","27","39","19","","1","24","right","4","32","1.5","9.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","88","33","400","36","124","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","27","39","20","","1","24","right","5","32","1.5","10"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","89","33","400","36","294","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","28","40","20","","1","25","right","5","32","1.5","10"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","89","33","400","36","294","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","28","40","21","","1","25","right","6","32","1.5","10.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","89","33","400","36","1089","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","29","41","21","","1","26","right","6","32","1.5","10.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","89","33","400","36","1089","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","29","41","22","","1","26","right","7","32","1.5","11"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","86","33","400","0","2000","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","NRNF","0","0","1","30","42","22","","1","26","right","7","32","1.5","11"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","86","33","400","0","2000","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","NRNF","0","0","1","30","42","22","","1","26","right","0","32","1.5","11"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","87","33","400","36","283","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","31","43","22","","1","27","right","0","32","1.5","11"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","87","33","400","36","283","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","31","43","23","","1","27","right","1","32","1.5","11.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_right","Experiment_block_rightstart","ship.bmp","33","87","33","400","36","312","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","32","44","23","","1","28","right","1","32","1.5","11.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","33","87","33","400","36","312","20","18","1","Acquisiton","20","18","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","32","44","24","","1","28","right","2","32","1.5","12"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","0","2000","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","NRNF","0","0","1","33","45","24","","1","28","left","2","32","1.5","12"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","0","2000","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","NRNF","0","0","1","33","45","24","","1","28","left","0","32","1.5","12"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","534","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","34","46","24","","1","29","left","0","32","1.5","12"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","534","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","34","46","24","","1","29","left","0","32","1.5","12"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","212","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","35","47","24","","1","30","left","0","32","1.5","12"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","212","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","35","47","25","","1","30","left","0","32","1.5","12.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","138","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","36","48","25","","1","31","left","0","32","1.5","12.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","138","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","36","48","25","","1","31","left","0","32","1.5","12.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","215","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","37","49","25","","1","32","left","0","32","1.5","12.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","215","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","37","49","25","","1","32","left","0","32","1.5","12.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","209","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","38","50","25","","1","33","left","0","32","1.5","12.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","209","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","38","50","26","","1","33","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","945","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","39","51","26","","1","34","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","945","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","39","51","26","","1","34","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","48","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","40","52","26","","1","35","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","48","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","40","52","26","","1","35","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","479","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","41","53","26","","1","36","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","479","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","41","53","26","","1","36","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","0","2000","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","NRNF","0","0","1","42","54","26","","1","36","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","0","2000","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","NRNF","0","0","1","42","54","26","","1","36","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","1154","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","43","55","26","","1","37","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","1154","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","43","55","26","","1","37","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","811","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","44","56","26","","1","38","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","811","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","44","56","26","","1","38","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","260","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","45","57","26","","1","39","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","260","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","45","57","26","","1","39","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","350","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","46","58","26","","1","40","left","0","32","1.5","13"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","350","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","46","58","27","","1","40","left","0","32","1.5","13.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","424","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","47","59","27","","1","41","left","0","32","1.5","13.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","424","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","47","59","28","","1","41","left","0","32","1.5","14"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","598","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","48","60","28","","1","42","left","0","32","1.5","14"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","598","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","48","60","29","","1","42","left","0","32","1.5","14.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","364","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","49","61","29","","1","43","left","0","32","1.5","14.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","364","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","49","61","29","","1","43","left","0","32","1.5","14.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","presentation_left","Experiment_block_rightstart","ship.bmp","0","87","36","263","36","312","20","18","1","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","50","62","29","","1","44","left","0","32","1.5","14.5"
"6.4.2","Reversal_Task","1","2021-08-16","20:53:30","fixation","Experiment_block_rightstart","+","0","87","36","263","36","312","20","18","2","Reversal","20","18","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","50","62","29","","1","44","left","0","32","1.5","14.5"
