"build","experimentName","subject","date","time","numTrialEachBlock","faceDuration","stimulusAndFeedbackGapDuration","ITI","blockNumber","blockName","faceName","trialCounter","responseName","responseTime","responseAndFeedbackCategory","isResponseCorrect","isFeedbackAccurate"
"6.4.2","Reversal_Task","550","2021-07-12","16:02:59","40","","500","2000","0","practice","","0","","","IRIF","-1","1"
"6.4.2","Reversal_Task","213690447","2021-07-23","10:27:46","40","","500","2000","0","practice","","0","","","CRIF","1","-1"
"build","experimentName","subject","date","time","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","picture.Left.currentvalue","picture.Right.currentvalue","numTrialEachBlock","ITI","instructionIndex","practiceInstructionIndex","block_number","blockName","blockNumber","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","trialCounter","isResponseCorrect","isFeedbackAccurate","trial_number","numbercorrect","numberoftimesleft","numberoftimesright","rightleft","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","3020817","2021-07-23","17:00:30","45","326","50","335","3","28","40","2000","7","0","3","practice","0","3","28","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","78","50","36","42","right","46","56","25"
"6.4.2","Reversal_Task","3020817","2021-07-23","17:00:30","45","326","50","337","3","28","40","2000","7","0","3","practice","0","3","28","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","79","50","36","43","right","46","56","25"
"6.4.2","Reversal_Task","3020817","2021-07-23","17:00:30","45","326","50","337","3","28","40","2000","7","0","3","practice","0","3","28","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","79","50","36","43","right","46","56","25"
"6.4.2","Reversal_Task","3020817","2021-07-23","17:00:30","45","326","50","462","3","28","40","2000","7","0","3","practice","0","3","28","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","80","50","36","44","right","46","56","25"
"6.4.2","Reversal_Task","3020817","2021-07-23","17:00:30","45","326","50","462","3","28","40","2000","7","0","4","practice","0","3","28","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","80","51","36","44","right","46","56","25.5"
"6.4.2","Reversal_Task","3020817","2021-07-23","17:00:30","45","326","50","462","3","28","40","2000","7","0","4","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","0","51","0","0","right","44","56","25.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","970","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","1","0","1","0","left","44","1.5","0"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","970","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","1","1","1","0","left","44","1.5","0.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","371","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","2","1","2","0","left","44","1.5","0.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","371","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","2","1","2","0","left","44","1.5","0.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","379","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","3","1","3","0","left","44","1.5","0.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","379","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","3","2","3","0","left","44","1.5","1"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","275","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","4","2","4","0","left","44","1.5","1"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","275","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","4","3","4","0","left","44","1.5","1.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","288","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","5","3","5","0","left","44","1.5","1.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","288","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","5","4","5","0","left","44","1.5","2"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","750","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","6","4","6","0","left","44","1.5","2"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","750","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","6","4","6","0","left","44","1.5","2"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","320","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","7","4","7","0","left","44","1.5","2"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","320","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","7","5","7","0","left","44","1.5","2.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","273","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","8","5","8","0","left","44","1.5","2.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","273","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","8","6","8","0","left","44","1.5","3"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","645","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","9","6","9","0","left","44","1.5","3"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","645","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","9","7","9","0","left","44","1.5","3.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","313","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","10","7","10","0","left","44","1.5","3.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","313","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","10","8","10","0","left","44","1.5","4"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","332","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","11","8","11","0","left","44","1.5","4"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","332","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","11","9","11","0","left","44","1.5","4.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","401","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","12","9","12","0","left","44","1.5","4.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","401","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","12","9","12","0","left","44","1.5","4.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","119","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","13","9","13","0","left","44","1.5","4.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","119","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","13","10","13","0","left","44","1.5","5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","304","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","14","10","14","0","left","44","1.5","5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","304","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","14","11","14","0","left","44","1.5","5.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","333","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","15","11","15","0","left","44","1.5","5.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","333","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","15","12","15","0","left","44","1.5","6"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","164","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","16","12","16","0","left","44","1.5","6"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","164","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","16","13","16","0","left","44","1.5","6.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","36","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","17","13","17","0","left","44","1.5","6.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","36","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","17","14","17","0","left","44","1.5","7"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","695","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","18","14","18","0","left","44","1.5","7"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","695","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","18","15","18","0","left","44","1.5","7.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","48","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","19","15","19","0","left","44","1.5","7.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","48","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","19","15","19","0","left","44","1.5","7.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","289","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","20","15","20","0","left","44","1.5","7.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","289","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","20","16","20","0","left","44","1.5","8"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","235","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","21","16","21","0","left","44","1.5","8"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","235","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","21","17","21","0","left","44","1.5","8.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","296","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","22","17","22","0","left","44","1.5","8.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","296","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","22","18","22","0","left","44","1.5","9"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","130","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","23","18","23","0","left","44","1.5","9"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","130","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","23","19","23","0","left","44","1.5","9.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","183","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","24","19","24","0","left","44","1.5","9.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","183","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","24","19","24","0","left","44","1.5","9.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","330","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","25","19","25","0","left","44","1.5","9.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","330","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","25","20","25","0","left","44","1.5","10"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","347","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","26","20","26","0","left","44","1.5","10"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","347","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","26","21","26","0","left","44","1.5","10.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","345","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","27","21","27","0","left","44","1.5","10.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","345","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","27","22","27","0","left","44","1.5","11"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","303","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","28","22","28","0","left","44","1.5","11"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","303","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","28","23","28","0","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","267","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","29","23","29","0","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","267","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","29","23","29","0","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","272","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","30","23","30","0","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","272","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","30","23","30","0","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","50","401","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","31","23","30","1","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","50","401","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","31","23","30","1","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","50","386","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","32","23","30","2","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","50","386","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","32","23","30","2","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","537","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","33","23","31","2","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","537","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","33","23","31","2","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","313","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","34","23","32","2","left","44","1.5","11.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","313","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","34","24","32","2","left","44","1.5","12"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","350","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","35","24","33","2","left","44","1.5","12"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","350","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","35","25","33","2","left","44","1.5","12.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","304","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","36","25","34","2","left","44","1.5","12.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","304","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","36","26","34","2","left","44","1.5","13"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","293","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","37","26","35","2","left","44","1.5","13"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","293","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","37","27","35","2","left","44","1.5","13.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","225","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","38","27","36","2","left","44","1.5","13.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","225","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","38","28","36","2","left","44","1.5","14"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","118","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","39","28","37","2","left","44","1.5","14"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","118","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","39","29","37","2","left","44","1.5","14.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","327","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","40","29","38","2","left","44","1.5","14.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","327","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","40","30","38","2","left","44","1.5","15"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","129","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","41","30","39","2","left","44","1.5","15"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","129","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","41","31","39","2","left","44","1.5","15.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","288","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","42","31","40","2","left","44","1.5","15.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","288","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","42","32","40","2","left","44","1.5","16"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","80","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","43","32","41","2","left","44","1.5","16"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","80","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","43","33","41","2","left","44","1.5","16.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","44","33","42","2","left","44","1.5","16.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","157","12","10","40","2000","7","0","1","practice","0","12","10","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","44","34","42","2","left","44","1.5","17"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","45","343","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","IRIF","0","0","-1","1","45","34","43","2","right","44","1.5","17"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","45","343","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","IRIF","0","0","-1","1","45","34","43","2","right","44","1.5","17"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","45","149","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","IRCF","0","0","-1","-1","46","34","44","2","right","44","1.5","17"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","45","149","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","IRCF","0","0","-1","-1","46","35","44","2","right","44","1.5","17.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","45","208","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","IRIF","0","0","-1","1","47","35","45","2","right","44","1.5","17.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","45","208","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","IRIF","0","0","-1","1","47","35","45","2","right","44","1.5","17.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","45","493","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","IRCF","0","0","-1","-1","48","35","46","2","right","44","1.5","17.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","45","493","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","IRCF","0","0","-1","-1","48","36","46","2","right","44","1.5","18"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","45","346","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","IRIF","0","0","-1","1","49","36","47","2","right","44","1.5","18"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","45","346","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","IRIF","0","0","-1","1","49","36","47","2","right","44","1.5","18"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","296","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","50","36","47","3","right","44","1.5","18"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","296","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","50","37","47","3","right","44","1.5","18.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","285","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","51","37","47","4","right","44","1.5","18.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","285","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","51","38","47","4","right","44","1.5","19"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","322","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","52","38","47","5","right","44","1.5","19"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","322","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","52","39","47","5","right","44","1.5","19.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","288","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","53","39","47","6","right","44","1.5","19.5"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","288","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","53","40","47","6","right","44","1.5","20"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","216","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","54","40","47","7","right","44","1.5","20"
"6.4.2","Reversal_Task","377055552","2021-07-26","11:02:47","45","302","50","216","12","10","40","2000","7","0","1","practice","0","12","10","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","54","41","47","7","right","44","1.5","20.5"
