"build","experimentName","subject","date","time","numTrialEachBlock","faceDuration","stimulusAndFeedbackGapDuration","ITI","blockNumber","blockName","faceName","trialCounter","responseName","responseTime","responseAndFeedbackCategory","isResponseCorrect","isFeedbackAccurate"
"6.4.2","Reversal_Task","550","2021-07-12","16:02:59","40","","500","2000","0","practice","","0","","","IRIF","-1","1"
"6.4.2","Reversal_Task","213690447","2021-07-23","10:27:46","40","","500","2000","0","practice","","0","","","CRIF","1","-1"
"build","experimentName","subject","date","time","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","picture.Left.currentvalue","picture.Right.currentvalue","numTrialEachBlock","ITI","instructionIndex","practiceInstructionIndex","block_number","blockName","blockNumber","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","trialCounter","isResponseCorrect","isFeedbackAccurate","trial_number","numbercorrect","numberoftimesleft","numberoftimesright","rightleft","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","306","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","67","53","38","29","right","35","32.5","26.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","267","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","68","53","38","30","right","35","32.5","26.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","267","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","68","53","38","30","right","35","32.5","26.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","259","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","69","53","38","31","right","35","32.5","26.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","259","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","69","54","38","31","right","35","32.5","27"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","245","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","70","54","38","32","right","35","32.5","27"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","245","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","70","54","38","32","right","35","32.5","27"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","223","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","71","54","38","33","right","35","32.5","27"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","223","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","71","55","38","33","right","35","32.5","27.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","184","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","72","55","38","34","right","35","32.5","27.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","184","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","72","56","38","34","right","35","32.5","28"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","136","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","73","56","38","35","right","35","32.5","28"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","136","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","73","57","38","35","right","35","32.5","28.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","238","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","74","57","38","36","right","35","32.5","28.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","238","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","74","57","38","36","right","35","32.5","28.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","282","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","75","57","38","37","right","35","32.5","28.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","282","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","75","57","38","37","right","35","32.5","28.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","383","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","76","57","38","38","right","35","32.5","28.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","383","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","76","57","38","38","right","35","32.5","28.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","197","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","77","57","38","39","right","35","32.5","28.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","197","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","77","58","38","39","right","35","32.5","29"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","273","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","78","58","38","40","right","35","32.5","29"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","273","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","78","59","38","40","right","35","32.5","29.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","381","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","79","59","38","41","right","35","32.5","29.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","381","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","79","60","38","41","right","35","32.5","30"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","351","23","39","40","2000","7","0","2","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","80","60","38","42","right","35","32.5","30"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","351","23","39","40","2000","7","0","3","practice","0","23","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","80","61","38","42","right","35","32.5","30.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","351","23","39","40","2000","7","0","3","practice","0","4","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","0","61","0","0","right","39","32.5","30.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","45","1031","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","IRIF","0","0","-1","1","1","0","1","0","right","39","63","0"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","45","1031","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","IRIF","0","0","-1","1","1","0","1","0","right","39","63","0"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","278","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","2","0","1","1","right","39","63","0"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","278","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","2","0","1","1","right","39","63","0"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","45","257","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","IRIF","0","0","-1","1","3","0","2","1","right","39","63","0"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","45","257","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","IRIF","0","0","-1","1","3","0","2","1","right","39","63","0"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","179","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","4","0","2","2","right","39","63","0"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","179","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","4","1","2","2","right","39","63","0.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","271","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","5","1","2","3","right","39","63","0.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","271","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","5","1","2","3","right","39","63","0.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","198","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","6","1","2","4","right","39","63","0.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","198","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","6","2","2","4","right","39","63","1"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","199","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","7","2","2","5","right","39","63","1"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","199","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","7","2","2","5","right","39","63","1"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","242","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","8","2","2","6","right","39","63","1"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","242","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","8","3","2","6","right","39","63","1.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","236","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","9","3","2","7","right","39","63","1.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","236","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","9","4","2","7","right","39","63","2"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","169","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","10","4","2","8","right","39","63","2"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","169","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","10","5","2","8","right","39","63","2.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","439","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","11","5","2","9","right","39","63","2.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","439","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","11","6","2","9","right","39","63","3"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","262","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","12","6","2","10","right","39","63","3"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","262","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","12","7","2","10","right","39","63","3.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","336","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","13","7","2","11","right","39","63","3.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","336","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","13","8","2","11","right","39","63","4"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","285","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","14","8","2","12","right","39","63","4"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","285","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","14","9","2","12","right","39","63","4.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","309","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","15","9","2","13","right","39","63","4.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","309","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","15","10","2","13","right","39","63","5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","303","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","16","10","2","14","right","39","63","5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","303","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","16","11","2","14","right","39","63","5.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","326","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","17","11","2","15","right","39","63","5.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","326","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","17","12","2","15","right","39","63","6"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","306","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","18","12","2","16","right","39","63","6"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","306","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","18","13","2","16","right","39","63","6.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","285","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","19","13","2","17","right","39","63","6.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","285","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","19","13","2","17","right","39","63","6.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","252","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","20","13","2","18","right","39","63","6.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","252","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","20","13","2","18","right","39","63","6.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","274","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","21","13","2","19","right","39","63","6.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","274","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","21","14","2","19","right","39","63","7"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","276","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","22","14","2","20","right","39","63","7"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","276","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","22","14","2","20","right","39","63","7"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","312","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","23","14","2","21","right","39","63","7"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","312","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","23","15","2","21","right","39","63","7.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","24","15","2","22","right","39","63","7.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","24","16","2","22","right","39","63","8"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","367","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","25","16","2","23","right","39","63","8"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","367","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","25","16","2","23","right","39","63","8"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","313","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","26","16","2","24","right","39","63","8"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","313","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","26","17","2","24","right","39","63","8.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","327","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","27","17","2","25","right","39","63","8.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","327","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","27","18","2","25","right","39","63","9"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","277","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","28","18","2","26","right","39","63","9"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","277","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","28","19","2","26","right","39","63","9.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","278","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","29","19","2","27","right","39","63","9.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","278","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRIF","0","0","1","-1","29","19","2","27","right","39","63","9.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","245","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","30","19","2","28","right","39","63","9.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","245","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","30","20","2","28","right","39","63","10"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","229","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","31","20","2","29","right","39","63","10"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","229","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","31","21","2","29","right","39","63","10.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","331","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","32","21","2","30","right","39","63","10.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","331","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","32","22","2","30","right","39","63","11"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","282","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","33","22","2","31","right","39","63","11"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","282","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","33","23","2","31","right","39","63","11.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","255","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","34","23","2","32","right","39","63","11.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","255","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","34","24","2","32","right","39","63","12"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","254","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","35","24","2","33","right","39","63","12"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","254","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","35","25","2","33","right","39","63","12.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","314","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","36","25","2","34","right","39","63","12.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","314","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","36","26","2","34","right","39","63","13"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","306","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","37","26","2","35","right","39","63","13"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","306","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","37","27","2","35","right","39","63","13.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","225","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","38","27","2","36","right","39","63","13.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","225","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","38","28","2","36","right","39","63","14"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","39","28","2","37","right","39","63","14"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","367","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.2000000000000000111","0.8000000000000000444","CRCF","0","0","1","1","39","29","2","37","right","39","63","14.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","50","404","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","40","29","2","38","left","39","63","14.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","50","404","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","40","29","2","38","left","39","63","14.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","50","255","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","41","29","2","39","left","39","63","14.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","50","255","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","41","29","2","39","left","39","63","14.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","50","281","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","42","29","2","40","left","39","63","14.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","50","281","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","42","29","2","40","left","39","63","14.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","430","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","43","29","3","40","left","39","63","14.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","430","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","43","29","3","40","left","39","63","14.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","221","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","44","29","4","40","left","39","63","14.5"
"6.4.2","Reversal_Task","268301377","2021-07-23","12:54:57","45","221","50","286","13","21","40","2000","7","0","3","practice","0","13","21","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","44","30","4","40","left","39","63","15"
