"build","experimentName","subject","date","time","blockcode","trialcode","list.Condition.currentvalue","cond","condcolor","percentTrialsStay","practiceblock","cannon","conc","blocknum","trialnum","StaySwitch","TAC","hitmiss","angmu","outcome","placementAngle","prev_placementAngle","trial.placeshield_mouse.latency","cannonballs_caught","cannonballs_missed","totalearnings","angleup","angledown","outcomeindex","update","distmean","shield_size","blockearnings","block.InstructionBlock.timestamp","trial.begin_block.timestamp","trial.mainloop.timestamp","trial.placeshield_mouse.timestamp","trial.showPE.timestamp","trial.cannon_outcome.timestamp","picture.shield.currentitem"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","4","1","18.7749999999999985789","0","0","1","0","0","209.8992298335893735839","198.9702637770609783274","211.1593045083443769272","209.297267126081663946","810","1","3","2.5","266.1593045083443485055","156.1593045083443769272","6","1.8620373822627129812","1.2600746747550033433","55","0","0","32556","45305","45361","46182","43872","Arc55.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","4","1","18.7749999999999985789","0","0","1","0","1","209.8992298335893735839","198.9702637770609783274","211.1593045083443769272","209.297267126081663946","810","2","3","2.5","266.1593045083443485055","156.1593045083443769272","5","1.8620373822627129812","1.2600746747550033433","55","0","0","32556","45305","45361","46182","47711","Arc55.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","EndPracticePhase","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","1","18.7749999999999985789","0","0","1","0","1","209.8992298335893735839","198.9702637770609783274","211.1593045083443769272","209.297267126081663946","810","2","3","3.5","266.1593045083443485055","156.1593045083443769272","5","1.8620373822627129812","1.2600746747550033433","55","1","0","32556","45305","45361","46182","47711","Arc55.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","PracticeBlock_CannonNotVisible","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","1","0","1","77.8849274287663604355","198.9702637770609783274","211.1593045083443769272","209.297267126081663946","810","2","3","3.5","266.1593045083443485055","156.1593045083443769272","5","1.8620373822627129812","1.2600746747550033433","55","1","0","32556","45305","45361","46182","47711","Arc55.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","76.9231160409048868587","76.5576139164072060339","211.1593045083443769272","209.297267126081663946","810","2","3","3.5","266.1593045083443485055","156.1593045083443769272","5","1.8620373822627129812","1.2600746747550033433","55","1","0","32556","51175","45361","46182","47711","Arc55.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","76.9231160409048868587","76.5576139164072060339","1.1123996162977922708","211.1593045083443769272","905","2","3","3.5","56.112399616297793159","-53.887600383702206841","5","1.8620373822627129812","1.2600746747550033433","55","1","0","32556","51175","51230","46182","47711","Arc55.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","76.9231160409048868587","76.5576139164072060339","1.1123996162977922708","211.1593045083443769272","905","2","3","3.5","21.112399616297793159","-18.887600383702206841","5","210.0469048920465979791","75.8107164246070936997","20","1","0","32556","51175","51230","52149","47711","Arc20.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","76.9231160409048868587","76.5576139164072060339","1.1123996162977922708","211.1593045083443769272","905","2","3","3.5","21.112399616297793159","-18.887600383702206841","5","210.0469048920465979791","75.8107164246070936997","20","1","0","32556","51175","51230","52149","53667","Arc20.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","75.1424668906706187954","70.3081044044044745078","1.1123996162977922708","211.1593045083443769272","905","2","3","3.5","21.112399616297793159","-18.887600383702206841","5","210.0469048920465979791","75.8107164246070936997","20","1","0","32556","53984","51230","52149","53667","Arc20.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","75.1424668906706187954","70.3081044044044745078","1.1123996162977922708","1.1123996162977922708","488","2","3","3.5","21.112399616297793159","-18.887600383702206841","5","210.0469048920465979791","75.8107164246070936997","20","1","0","32556","53984","54039","52149","53667","Arc20.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","75.1424668906706187954","70.3081044044044745078","1.1123996162977922708","1.1123996162977922708","488","2","3","3.5","45.112399616297793159","-42.887600383702206841","5","0","74.0300672743728256364","44","1","0","32556","53984","54039","54534","53667","Arc44.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","75.1424668906706187954","70.3081044044044745078","1.1123996162977922708","1.1123996162977922708","488","2","3","3.5","45.112399616297793159","-42.887600383702206841","5","0","74.0300672743728256364","44","1","0","32556","53984","54039","54534","56050","Arc44.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","73.883754291595451491","28.8285595090401898233","1.1123996162977922708","1.1123996162977922708","488","2","3","3.5","45.112399616297793159","-42.887600383702206841","5","0","74.0300672743728256364","44","1","0","32556","56366","54039","54534","56050","Arc44.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","73.883754291595451491","28.8285595090401898233","41.3987218827765630635","1.1123996162977922708","598","2","3","3.5","85.3987218827765559581","-2.6012781172234369365","5","0","74.0300672743728256364","44","1","0","32556","56366","56420","54534","56050","Arc44.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","73.883754291595451491","28.8285595090401898233","41.3987218827765630635","1.1123996162977922708","598","2","3","3.5","56.3987218827765630635","26.3987218827765630635","5","40.2863222664787699046","32.4850324088188884275","15","1","0","32556","56366","56420","57029","56050","Arc15.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","73.883754291595451491","28.8285595090401898233","41.3987218827765630635","1.1123996162977922708","598","2","4","3.5","56.3987218827765630635","26.3987218827765630635","6","40.2863222664787699046","32.4850324088188884275","15","1","0","32556","56366","56420","57029","58547","Arc15.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","Reminder","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","73.883754291595451491","28.8285595090401898233","41.3987218827765630635","1.1123996162977922708","598","2","4","3.5","56.3987218827765630635","26.3987218827765630635","6","40.2863222664787699046","32.4850324088188884275","15","1","0","32556","56366","56420","57029","58547","Arc15.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","72.5253679791393608411","98.0343676262410923528","41.3987218827765630635","1.1123996162977922708","598","2","4","3.5","56.3987218827765630635","26.3987218827765630635","6","40.2863222664787699046","32.4850324088188884275","15","1","0","32556","60432","56420","57029","58547","Arc15.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","72.5253679791393608411","98.0343676262410923528","1.3574658445306089227","41.3987218827765630635","766","2","4","3.5","16.3574658445306084786","-13.6425341554693915214","6","40.2863222664787699046","32.4850324088188884275","15","1","0","32556","60432","60488","57029","58547","Arc15.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","72.5253679791393608411","98.0343676262410923528","1.3574658445306089227","41.3987218827765630635","766","2","4","3.5","22.3574658445306084786","-19.6425341554693915214","6","40.0412560382459545849","71.1679021346087523625","21","1","0","32556","60432","60488","61277","58547","Arc21.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","72.5253679791393608411","98.0343676262410923528","1.3574658445306089227","41.3987218827765630635","766","2","4","3.5","22.3574658445306084786","-19.6425341554693915214","6","40.0412560382459545849","71.1679021346087523625","21","1","0","32556","60432","60488","61277","62794","Arc21.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","Reminder","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","72.5253679791393608411","98.0343676262410923528","1.3574658445306089227","41.3987218827765630635","766","2","4","3.5","22.3574658445306084786","-19.6425341554693915214","6","40.0412560382459545849","71.1679021346087523625","21","1","0","32556","60432","60488","61277","62794","Arc21.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","77.40381652200611029","105.103640795671353203","1.3574658445306089227","41.3987218827765630635","766","2","4","3.5","22.3574658445306084786","-19.6425341554693915214","6","40.0412560382459545849","71.1679021346087523625","21","1","0","32556","64840","60488","61277","62794","Arc21.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","77.40381652200611029","105.103640795671353203","1.4179228314511307385","1.3574658445306089227","613","2","4","3.5","22.4179228314511291842","-19.5820771685488708158","6","40.0412560382459545849","71.1679021346087523625","21","1","0","32556","64840","64898","61277","62794","Arc21.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","77.40381652200611029","105.103640795671353203","1.4179228314511307385","1.3574658445306089227","613","2","4","3.5","38.4179228314511291842","-35.5820771685488708158","6","0.0604569869205218158","75.9858936905549740004","37","1","0","32556","64840","64898","65527","62794","Arc37.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","77.40381652200611029","105.103640795671353203","1.4179228314511307385","1.3574658445306089227","613","2","4","3.5","38.4179228314511291842","-35.5820771685488708158","6","0.0604569869205218158","75.9858936905549740004","37","1","0","32556","64840","64898","65527","67045","Arc37.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","Reminder","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","77.40381652200611029","105.103640795671353203","1.4179228314511307385","1.3574658445306089227","613","2","4","3.5","38.4179228314511291842","-35.5820771685488708158","6","0.0604569869205218158","75.9858936905549740004","37","1","0","32556","64840","64898","65527","67045","Arc37.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","74.77931492055411411","37.7536681642793467972","1.4179228314511307385","1.3574658445306089227","613","2","4","3.5","38.4179228314511291842","-35.5820771685488708158","6","0.0604569869205218158","75.9858936905549740004","37","1","0","32556","68661","64898","65527","67045","Arc37.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","74.77931492055411411","37.7536681642793467972","62.6924964792614645148","1.4179228314511307385","1371","2","4","3.5","99.6924964792614645148","25.6924964792614645148","6","0.0604569869205218158","75.9858936905549740004","37","1","0","32556","68661","68715","65527","67045","Arc37.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","0","74.77931492055411411","37.7536681642793467972","62.6924964792614645148","1.4179228314511307385","1371","2","4","3.5","120.6924964792614645148","4.6924964792614645148","6","61.2745736478103353306","12.0868184412926495952","58","1","0","32556","68661","68715","70103","67045","Arc58.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","begin_round","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","0","1","74.77931492055411411","37.7536681642793467972","62.6924964792614645148","1.4179228314511307385","1371","3","4","3.5","120.6924964792614645148","4.6924964792614645148","5","61.2745736478103353306","12.0868184412926495952","58","1","0","32556","68661","68715","70103","71624","Arc58.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","Phase_starts","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","0","0","0","1","294.2986024297537710481","37.7536681642793467972","62.6924964792614645148","1.4179228314511307385","1371","0","0","5","120.6924964792614645148","4.6924964792614645148","5","61.2745736478103353306","12.0868184412926495952","58","1.5","0","32556","68661","68715","70103","71624","Arc58.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","1","1","1","1","294.2986024297537710481","146.3697275580767893643","62.6924964792614645148","1.4179228314511307385","1371","0","0","5","120.6924964792614645148","4.6924964792614645148","5","61.2745736478103353306","12.0868184412926495952","58","1.5","0","32556","74459","68715","70103","71624","Arc58.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","1","1","1","1","294.2986024297537710481","146.3697275580767893643","357.8690471128949184276","62.6924964792614645148","720","0","0","5","415.8690471128949184276","299.8690471128949184276","5","61.2745736478103353306","12.0868184412926495952","58","1.5","0","32556","74459","74516","70103","71624","Arc58.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","1","1","1","1","294.2986024297537710481","146.3697275580767893643","357.8690471128949184276","62.6924964792614645148","720","0","0","5","375.8690471128949184276","339.8690471128949184276","5","295.176550633633439702","63.5704446831411473795","18","1.5","0","32556","74459","74516","75244","71624","Arc18.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","1","1","1","1","294.2986024297537710481","146.3697275580767893643","357.8690471128949184276","62.6924964792614645148","720","0","0","5","375.8690471128949184276","339.8690471128949184276","5","295.176550633633439702","63.5704446831411473795","18","1.5","0","32556","74459","74516","75244","76761","Arc18.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","2","0","2","1","291.7188350902141564802","265.9075770189816694256","357.8690471128949184276","62.6924964792614645148","720","0","0","5","375.8690471128949184276","339.8690471128949184276","5","295.176550633633439702","63.5704446831411473795","18","1.5","0","32556","77076","74516","75244","76761","Arc18.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","2","0","2","1","291.7188350902141564802","265.9075770189816694256","357.8690471128949184276","357.8690471128949184276","213","0","0","5","375.8690471128949184276","339.8690471128949184276","5","295.176550633633439702","63.5704446831411473795","18","1.5","0","32556","77076","77131","75244","76761","Arc18.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","2","0","2","1","291.7188350902141564802","265.9075770189816694256","357.8690471128949184276","357.8690471128949184276","213","0","0","5","405.8690471128949184276","309.8690471128949184276","5","0","66.1502120226807619474","48","1.5","0","32556","77076","77131","77354","76761","Arc48.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","2","0","2","1","291.7188350902141564802","265.9075770189816694256","357.8690471128949184276","357.8690471128949184276","213","0","0","5","405.8690471128949184276","309.8690471128949184276","5","0","66.1502120226807619474","48","1.5","0","32556","77076","77131","77354","78874","Arc48.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","3","0","3","1","292.6425433890662475278","264.0232782541116307584","357.8690471128949184276","357.8690471128949184276","213","0","0","5","405.8690471128949184276","309.8690471128949184276","5","0","66.1502120226807619474","48","1.5","0","32556","79194","77131","77354","78874","Arc48.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","3","0","3","1","292.6425433890662475278","264.0232782541116307584","358.1265069864002157374","357.8690471128949184276","432","0","0","5","406.1265069864002157374","310.1265069864002157374","5","0","66.1502120226807619474","48","1.5","0","32556","79194","79250","77354","78874","Arc48.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","3","0","3","1","292.6425433890662475278","264.0232782541116307584","358.1265069864002157374","357.8690471128949184276","432","0","0","5","369.1265069864002157374","347.1265069864002157374","5","0.2574598735052973097","65.4839635973339682096","11","1.5","0","32556","79194","79250","79690","78874","Arc11.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","3","0","3","1","292.6425433890662475278","264.0232782541116307584","358.1265069864002157374","357.8690471128949184276","432","0","0","5","369.1265069864002157374","347.1265069864002157374","5","0.2574598735052973097","65.4839635973339682096","11","1.5","0","32556","79194","79250","79690","81208","Arc11.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","4","0","4","1","297.1952933183306413412","312.3480459871028074303","358.1265069864002157374","357.8690471128949184276","432","0","0","5","369.1265069864002157374","347.1265069864002157374","5","0.2574598735052973097","65.4839635973339682096","11","1.5","0","32556","81528","79250","79690","81208","Arc11.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","4","0","4","1","297.1952933183306413412","312.3480459871028074303","358.1265069864002157374","358.1265069864002157374","284","0","0","5","369.1265069864002157374","347.1265069864002157374","5","0.2574598735052973097","65.4839635973339682096","11","1.5","0","32556","81528","81583","79690","81208","Arc11.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","4","0","4","1","297.1952933183306413412","312.3480459871028074303","358.1265069864002157374","358.1265069864002157374","284","0","0","5","401.1265069864002157374","315.1265069864002157374","5","0","60.9312136680695743962","43","1.5","0","32556","81528","81583","81874","81208","Arc43.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","4","0","4","1","297.1952933183306413412","312.3480459871028074303","358.1265069864002157374","358.1265069864002157374","284","0","0","5","401.1265069864002157374","315.1265069864002157374","5","0","60.9312136680695743962","43","1.5","0","32556","81528","81583","81874","83391","Arc43.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","5","0","5","1","300.5237764055534057661","321.0603950301934332856","358.1265069864002157374","358.1265069864002157374","284","0","0","5","401.1265069864002157374","315.1265069864002157374","5","0","60.9312136680695743962","43","1.5","0","32556","83715","81583","81874","83391","Arc43.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","5","0","5","1","300.5237764055534057661","321.0603950301934332856","358.1265069864002157374","358.1265069864002157374","362","0","0","5","401.1265069864002157374","315.1265069864002157374","5","0","60.9312136680695743962","43","1.5","0","32556","83715","83772","81874","83391","Arc43.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","5","0","5","1","300.5237764055534057661","321.0603950301934332856","358.1265069864002157374","358.1265069864002157374","362","0","0","5","405.1265069864002157374","311.1265069864002157374","5","0","57.6027305808468099713","47","1.5","0","32556","83715","83772","84139","83391","Arc47.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","5","0","5","1","300.5237764055534057661","321.0603950301934332856","358.1265069864002157374","358.1265069864002157374","362","0","0","5","405.1265069864002157374","311.1265069864002157374","5","0","57.6027305808468099713","47","1.5","0","32556","83715","83772","84139","85657","Arc47.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","6","0","6","1","304.2852509106544403039","294.9296824800436525038","358.1265069864002157374","358.1265069864002157374","362","0","0","5","405.1265069864002157374","311.1265069864002157374","5","0","57.6027305808468099713","47","1.5","0","32556","85981","83772","84139","85657","Arc47.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","6","0","6","1","304.2852509106544403039","294.9296824800436525038","358.1177175569890778206","358.1265069864002157374","431","0","0","5","405.1177175569890778206","311.1177175569890778206","5","0","57.6027305808468099713","47","1.5","0","32556","85981","86036","84139","85657","Arc47.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","6","0","6","1","304.2852509106544403039","294.9296824800436525038","358.1177175569890778206","358.1265069864002157374","431","0","0","5","394.1177175569890778206","322.1177175569890778206","5","0.0087894294111379168","53.8324666463346375167","36","1.5","0","32556","85981","86036","86474","85657","Arc36.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","6","0","6","1","304.2852509106544403039","294.9296824800436525038","358.1177175569890778206","358.1265069864002157374","431","0","0","5","394.1177175569890778206","322.1177175569890778206","5","0.0087894294111379168","53.8324666463346375167","36","1.5","0","32556","85981","86036","86474","87995","Arc36.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","7","0","7","1","300.4718297237949968803","282.3268179749845785409","358.1177175569890778206","358.1265069864002157374","431","0","0","5","394.1177175569890778206","322.1177175569890778206","5","0.0087894294111379168","53.8324666463346375167","36","1.5","0","32556","88315","86036","86474","87995","Arc36.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","7","0","7","1","300.4718297237949968803","282.3268179749845785409","358.1177175569890778206","358.1177175569890778206","374","0","0","5","394.1177175569890778206","322.1177175569890778206","5","0.0087894294111379168","53.8324666463346375167","36","1.5","0","32556","88315","88370","86474","87995","Arc36.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","7","0","7","1","300.4718297237949968803","282.3268179749845785409","358.1177175569890778206","358.1177175569890778206","374","0","0","5","375.1177175569890778206","341.1177175569890778206","5","0","57.6458878331940809403","17","1.5","0","32556","88315","88370","88754","87995","Arc17.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","cannon_outcome","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","7","0","7","1","300.4718297237949968803","282.3268179749845785409","358.1177175569890778206","358.1177175569890778206","374","0","0","5","375.1177175569890778206","341.1177175569890778206","5","0","57.6458878331940809403","17","1.5","0","32556","88315","88370","88754","90270","Arc17.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","mainloop","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","8","0","8","1","309.171126252953229141","313.3251398449854150385","358.1177175569890778206","358.1177175569890778206","374","0","0","5","375.1177175569890778206","341.1177175569890778206","5","0","57.6458878331940809403","17","1.5","0","32556","90583","88370","88754","90270","Arc17.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","placeshield_mouse","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","8","0","8","1","309.171126252953229141","313.3251398449854150385","358.1088452983146339648","358.1177175569890778206","452","0","0","5","375.1088452983146339648","341.1088452983146339648","5","0","57.6458878331940809403","17","1.5","0","32556","90583","90637","88754","90270","Arc17.png"
"6.4.2","Cannonball Task","1","2021-08-30","09:55:09","MainBlock","revealshield","ODDBALL","ODDBALL","ORANGE","0.8599999999999999867","6","2","18.7749999999999985789","1","8","0","8","1","309.171126252953229141","313.3251398449854150385","358.1088452983146339648","358.1177175569890778206","452","0","0","5","410.1088452983146339648","306.1088452983146339648","5","0.0088722586744438559","48.9377190453614048238","52","1.5","0","32556","90583","90637","91098","90270","Arc52.png"
