"build","experimentName","subject","date","time","blockcode","trialcode","list.Condition.currentvalue","cond","percentTrialsStay","practiceblock","cannon","conc","blocknum","trialnum","StaySwitch","hitmiss","angmu","ang","outcome","placementAngle","trial.placeshield_mouse.latency","blockearnings","cannonballs_caught","cannonballs_missed","totalearnings","block.InstructionBlock.timestamp","trial.begin_block.timestamp","trial.mainloop.timestamp","trial.placeshield_mouse.timestamp","trial.showPE.timestamp","trial.cannon_outcome.timestamp","picture.shield.currentitem","list.previouspos.currentvalue","angleup","angledown","outcomeindex"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","cannon_outcome","","0","0.8599999999999999867","3","1","18.7749999999999985789","0","0","0","1","235.5155493681122607086","0","235.5155493681122607086","233.2857970239537621637","2500","0","4","0","0","0","0","31486","31537","24927","34052","Arc48.png","","255.2857970239537621637","211.2857970239537621637","1"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","mainloop","","0","0.8599999999999999867","3","1","18.7749999999999985789","0","0","0","1","140.9371286958775328912","0","140.9371286958775328912","233.2857970239537621637","2500","0","4","0","0","0","0","35164","31537","24927","34052","Arc48.png","","255.2857970239537621637","211.2857970239537621637","1"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","placeshield_mouse","","0","0.8599999999999999867","3","1","18.7749999999999985789","0","0","0","1","140.9371286958775328912","0","140.9371286958775328912","138.456619172041996535","1035","0","4","0","0","0","0","35164","35215","24927","34052","Arc48.png","","160.456619172041996535","116.456619172041996535","1"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","revealshield","","0","0.8599999999999999867","3","1","18.7749999999999985789","0","0","0","1","140.9371286958775328912","0","140.9371286958775328912","138.456619172041996535","1035","0","4","0","0","0","0","35164","35215","36255","34052","Arc28.png","","150.456619172041996535","126.456619172041996535","1"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","cannon_outcome","","0","0.8599999999999999867","3","1","18.7749999999999985789","0","0","0","1","140.9371286958775328912","0","140.9371286958775328912","138.456619172041996535","1035","0","5","0","0","0","0","35164","35215","36255","37759","Arc28.png","","150.456619172041996535","126.456619172041996535","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","mainloop","","0","0.8599999999999999867","3","1","18.7749999999999985789","0","0","0","1","100.1355023635866814402","0","100.1355023635866814402","138.456619172041996535","1035","0","5","0","0","0","0","38071","35215","36255","37759","Arc28.png","","150.456619172041996535","126.456619172041996535","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","placeshield_mouse","","0","0.8599999999999999867","3","1","18.7749999999999985789","0","0","0","1","100.1355023635866814402","0","100.1355023635866814402","99.4623222080256113031","1301","0","5","0","0","0","0","38071","38122","36255","37759","Arc28.png","","111.4623222080256113031","87.4623222080256113031","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","revealshield","","0","0.8599999999999999867","3","1","18.7749999999999985789","0","0","0","1","100.1355023635866814402","0","100.1355023635866814402","99.4623222080256113031","1301","0","5","0","0","0","0","38071","38122","39439","37759","Arc40.png","","117.4623222080256113031","81.4623222080256113031","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","cannon_outcome","","0","0.8599999999999999867","3","1","18.7749999999999985789","0","0","0","1","100.1355023635866814402","0","100.1355023635866814402","99.4623222080256113031","1301","0","6","0","0","0","0","38071","38122","39439","40941","Arc40.png","","117.4623222080256113031","81.4623222080256113031","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","EndPractice","","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","1","100.1355023635866814402","0","100.1355023635866814402","99.4623222080256113031","1301","3","0","0","3","0","0","38071","38122","39439","40941","Arc40.png","","117.4623222080256113031","81.4623222080256113031","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","EndPractice","","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","1","100.1355023635866814402","0","100.1355023635866814402","99.4623222080256113031","1301","0","0","0","3","0","0","38071","38122","39439","40941","Arc40.png","","117.4623222080256113031","81.4623222080256113031","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","InstructionBlock","EndPractice","","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","1","100.1355023635866814402","0","100.1355023635866814402","99.4623222080256113031","1301","0","0","0","3","0","0","38071","38122","39439","40941","Arc40.png","","117.4623222080256113031","81.4623222080256113031","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","Phase_starts","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","1","100.1355023635866814402","0","100.1355023635866814402","99.4623222080256113031","1301","0","0","0","3","0","0","38071","38122","39439","40941","Arc40.png","","117.4623222080256113031","81.4623222080256113031","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","mainloop","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","1","192.4903879390308816255","0","228.1210695583172309853","99.4623222080256113031","1301","0","0","0","3","0","45683","49924","38122","39439","40941","Arc40.png","","117.4623222080256113031","81.4623222080256113031","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","placeshield_mouse","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","1","192.4903879390308816255","0","228.1210695583172309853","193.7003986653714662225","1596","0","0","0","3","0","45683","49924","49975","39439","40941","Arc40.png","","211.7003986653714662225","175.7003986653714662225","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","revealshield","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","1","192.4903879390308816255","0","228.1210695583172309853","193.7003986653714662225","1596","0","0","0","3","0","45683","49924","49975","51589","40941","Arc10.png","","196.7003986653714662225","190.7003986653714662225","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","cannon_outcome","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","0","192.4903879390308816255","0","228.1210695583172309853","193.7003986653714662225","1596","0","0","1","3","0","45683","49924","49975","51589","53091","Arc10.png","","196.7003986653714662225","190.7003986653714662225","6"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","mainloop","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","1","0","354.6840466360291657111","0","379.6249829333318643876","193.7003986653714662225","1596","0","0","1","3","0","45683","53408","49975","51589","53091","Arc10.png","","196.7003986653714662225","190.7003986653714662225","6"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","placeshield_mouse","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","1","0","354.6840466360291657111","0","379.6249829333318643876","193.7003986653714662225","275","0","0","1","3","0","45683","53408","53460","51589","53091","Arc10.png","","196.7003986653714662225","190.7003986653714662225","6"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","revealshield","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","1","0","354.6840466360291657111","0","379.6249829333318643876","193.7003986653714662225","275","0","0","1","3","0","45683","53408","53460","53750","53091","Arc16.png","","199.7003986653714662225","187.7003986653714662225","6"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","cannon_outcome","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","1","0","354.6840466360291657111","0","379.6249829333318643876","193.7003986653714662225","275","0","0","2","3","0","45683","53408","53460","53750","55254","Arc16.png","","199.7003986653714662225","187.7003986653714662225","6"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","mainloop","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","0","354.6840466360291657111","0","343.9407164849207561019","193.7003986653714662225","275","0","0","2","3","0","45683","55559","53460","53750","55254","Arc16.png","","199.7003986653714662225","187.7003986653714662225","6"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","placeshield_mouse","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","0","354.6840466360291657111","0","343.9407164849207561019","356.1493611760892008533","867","0","0","2","3","0","45683","55559","55611","53750","55254","Arc16.png","","362.1493611760892008533","350.1493611760892008533","6"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","revealshield","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","0","354.6840466360291657111","0","343.9407164849207561019","356.1493611760892008533","867","0","0","2","3","0","45683","55559","55611","56493","55254","Arc56.png","","382.1493611760892008533","330.1493611760892008533","6"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","cannon_outcome","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","0","1","354.6840466360291657111","0","343.9407164849207561019","356.1493611760892008533","867","0","1","2","3","0","45683","55559","55611","56493","57999","Arc56.png","","382.1493611760892008533","330.1493611760892008533","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","mainloop","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","1","1","10.5928229192720770868","0","-10.3631211250754518005","356.1493611760892008533","867","0","1","2","3","0","45683","58310","55611","56493","57999","Arc56.png","","382.1493611760892008533","330.1493611760892008533","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","placeshield_mouse","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","1","1","10.5928229192720770868","0","-10.3631211250754518005","9.9751267204586415716","749","0","1","2","3","0","45683","58310","58361","56493","57999","Arc56.png","","35.9751267204586397952","-16.0248732795413602048","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","revealshield","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","1","1","10.5928229192720770868","0","-10.3631211250754518005","9.9751267204586415716","749","0","1","2","3","0","45683","58310","58361","59126","57999","Arc58.png","","36.9751267204586397952","-17.0248732795413602048","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","cannon_outcome","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","4","1","18.7749999999999985789","0","0","1","1","10.5928229192720770868","0","-10.3631211250754518005","9.9751267204586415716","749","0","2","2","3","0","45683","58310","58361","59126","60630","Arc58.png","","36.9751267204586397952","-17.0248732795413602048","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","EndPracticePhase","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","5","1","18.7749999999999985789","0","0","1","1","10.5928229192720770868","0","-10.3631211250754518005","9.9751267204586415716","749","1","2","2","4","0","45683","58310","58361","59126","60630","Arc58.png","","36.9751267204586397952","-17.0248732795413602048","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","PracticeBlock_CannonNotVisible","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","5","2","18.7749999999999985789","0","1","1","1","225.735529574038366718","0","-10.3631211250754518005","9.9751267204586415716","749","1","2","2","4","0","45683","58310","58361","59126","60630","Arc58.png","","36.9751267204586397952","-17.0248732795413602048","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","mainloop","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","1","225.735529574038366718","0","225.3951462867033797011","9.9751267204586415716","749","1","2","2","4","0","45683","63863","58361","59126","60630","Arc58.png","","36.9751267204586397952","-17.0248732795413602048","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","placeshield_mouse","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","1","225.735529574038366718","0","225.3951462867033797011","4.6668583714389964001","869","1","2","2","4","0","45683","63863","63914","59126","60630","Arc58.png","","31.6668583714389981765","-22.3331416285610018235","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","revealshield","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","1","225.735529574038366718","0","225.3951462867033797011","4.6668583714389964001","869","1","2","2","4","0","45683","63863","63914","64797","60630","Arc34.png","","19.6668583714389981765","-10.3331416285610035999","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","cannon_outcome","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","1","225.735529574038366718","0","225.3951462867033797011","4.6668583714389964001","869","1","2","2","4","0","45683","63863","63914","64797","66301","Arc34.png","","19.6668583714389981765","-10.3331416285610035999","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","mainloop","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","1","225.735529574038366718","0","224.0032186291450386761","4.6668583714389964001","869","1","2","2","4","0","45683","66612","63914","64797","66301","Arc34.png","","19.6668583714389981765","-10.3331416285610035999","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","placeshield_mouse","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","1","225.735529574038366718","0","224.0032186291450386761","221.8939729043835598077","648","1","2","2","4","0","45683","66612","66664","64797","66301","Arc34.png","","236.8939729043835598077","206.8939729043835598077","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","revealshield","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","1","225.735529574038366718","0","224.0032186291450386761","221.8939729043835598077","648","1","2","2","4","0","45683","66612","66664","67327","66301","Arc20.png","","229.8939729043835598077","213.8939729043835598077","5"
"6.4.2","Cannonball Task","1","2021-08-16","21:26:09","begin_round","cannon_outcome","CHANGEPOINT","CHANGEPOINT","0.8599999999999999867","5","2","18.7749999999999985789","0","1","0","1","225.735529574038366718","0","224.0032186291450386761","221.8939729043835598077","648","1","3","2","4","0","45683","66612","66664","67327","68829","Arc20.png","","229.8939729043835598077","213.8939729043835598077","5"
